,id,qid1,qid2,question1,question2,bot?,number_likes,is_duplicate
363,363,724,725,How do I edit my devices on my Google play account?,How do I add a second device to a Google Play account?,True,53436,0
364,364,726,727,How can I become a good speaker?,What should I do to be a good Speaker?,True,55901,1
365,365,728,729,How can I write a letter to Mr. Narendra Modi?,How can I write to Narendra Modi?,True,32462,1
366,366,730,731,Who is more electable in a general Presidential election: Donald Trump or Ted Cruz?,Who is more delusional: Donald Trump or Ted Cruz?,True,26499,0
367,367,732,733,Why do they name bastards Snow?,"If Jon Snow is not Ned's bastard, why does Lady Catelyn hate him so much?",False,50404,0
368,368,734,735,What do you think about the Bermuda Triangle?,What are your theories about Bermuda Triangle?,True,14813,1
369,369,736,737,Do Mexican girls like black guys?,Do girls like black guys with no beard?,True,64510,0
370,370,738,739,Have you lived in a tiny house?,Would you live in a tiny house?,False,28334,0
371,371,740,741,"What is a boy/girl called when he/she is 1-6 years old, 6-11years old, 11-14 years old, and 14-18 years old?",I am an 18 years old boy and I love a girl who's 14 years old. We both live Tamil Nadu. Is this a time to propose to her?,False,30064,0
372,372,742,743,Can you debeak cockerels at 8 months old?,How much and with what should I feed my 3 months old raven?,True,164,0
373,373,744,745,What should someone do to overcome anxiety?,What should I do to avoid depression and anxiety?,False,6496,1
374,374,746,747,How do we avoid whey in Yogurt?,Is bad breath a sign of a strong stomach?,False,20041,0
375,375,748,749,"Im in love with my bisexual best friend who is also a guy and has a girlfriend, and I want to tell him. How do I move on?","I'm a girl and I'm in love my best friend (who is also a girl), what should I do?",True,56831,0
376,376,750,751,What is the best university in Germany for an MS?,Which are the best universities in Germany for getting a degree in mechanical engineering?,False,33291,0
377,377,752,753,How do I maintain my peace of mind?,How can I maintain my peace of mind?,False,55530,1
378,378,754,755,Which car has good build quality in india?,Is Volkswagen a good reliable car?,True,61114,0
379,379,756,757,Why does massaging one's temples soothe a migraine or headache?,What are the causes and most effective ways to treat or cure migraine headaches?,False,27322,0
380,380,758,759,Which one is better among KMC Manipal and KMC Mangalore?,What is the brief comparison of KMC in Manipal and Mangalore?,False,59140,1
381,381,760,761,Why are my bestfriend still ignoring me?,What should I do when my bestfriend is ignoring me?,False,3389,0
382,382,762,763,What are the sensors available in Acer Liquid Z630S Android Smart phone by using CPU-Z App?,Which useful Android phone apps are not available in the Google Play store?,True,20551,0
383,383,764,765,How do I keep motivation to learn a language?,How do you keep motivated when you learn a new language?,True,1222,1
384,384,766,767,What are the top assessment companies in India?,Which are the top firms in Skills assessment industry in India and Globally?,False,28528,0
385,385,768,769,What does @ mean as an emoticon?,Emoticons: What does “:/” mean?,True,50870,0
386,386,770,771,Is a pinkish discharge normal in early pregnancy? What causes it?,What did nicholas piramal do with 17500 cr?,False,48527,0
387,387,772,773,What are the best ways to properly finger yourself?,What would be the best way of keeping yourself amused in a prison?,False,15695,0
388,388,774,775,How do scientists work?,Where do scientists work?,False,50558,0
389,389,776,777,How many sponsored candidates are shortlisted for CMC vellore?,"What is the office culture and woking at Patanjali office, haridwar?",False,13703,0
390,390,778,779,What is the different between Chinese wedding ceremony and western wedding ceremony?,What is the difference between Chinese and Western style wedding?,True,16064,1
391,391,780,781,What is the condition of tourism in Pakistan?,Preferable PG courses for BE (EEE) student in Tamil Nadu?,True,19367,0
392,392,782,783,What is the different between offshore and onshore funds?,What is the difference between offshore and onshore?,True,9134,0
393,393,784,785,Why should one hate Shahrukh Khan?,Why do people hate Shahrukh Khan and why do people feel that he is not an Indian?,True,12820,1
394,394,786,787,What are the best self-help books you've ever read?,What are the top self help books I should read?,True,39550,1
395,395,788,789,Is Evernote useful?,What is Evernote used for?,False,1092,1
396,396,790,791,A title for my continuation to The Gift of the Magi?,How do I start my continuation for the Gift of the Magi?,True,59670,0
397,397,792,793,What is a good song to lyric prank your best friend?,What are some good lyric prank songs to send your best friends?,True,56558,1
398,398,794,795,I argued with my gf that she made friends with the person that hit on her. She said I'm a control freak and she wants her freedom. What should I do?,I'm a girl in middle school. My best friends are all girls. I've found out that I'm bisexual. How do I tell my best friend who's a girl without her freaking out and it changing our whole friendship?,True,57939,0
399,399,796,797,How do I pass a drug test for methamphetamine?,Can hair dye help pass a hair follicle drug test for daily meth smokers?,False,13349,1
400,400,798,799,How could start with open source development?,How should I start contributing to open source projects?,True,26866,1
401,401,800,801,Why do dreams look so real?,"If you dream about some kind of harm, will there be injuries in real life?",False,31893,0
402,402,802,803,Do cricket players really drink tea on a tea break?,Do cricketers actually drink tea during tea break?,False,1085,1
403,403,804,805,How can I get entry in MIT?,What are the requirements for selection into MIT?,True,47539,1
404,404,806,807,Does a fetus breathe when it's inside a womb?,How does a fetus exhale in the womb?,False,16234,1
405,405,808,809,What are movies with incest scenes?,Are there any good incest movie?,False,16093,1
406,406,810,811,"What are the signs that a guy has feelings for you or has a crush on you, but doesn't want to show it, so he hides it?",The guy I'm dating never texts me and I feel like he doesn't care about me but when I see him he shows me he likes me and wants me. Why do I feel this way?,True,34870,0
407,407,812,813,"According to the International Federation of Robotics, how many robots existed in 2012?",What type of belt can be used to lift 200 Kg continuously?,False,33052,0
408,408,814,815,"Why is Oberon mad at Titania in ""A Midsummer Night's Dream""?","Why does Oberon punish Titania in ""A Midsummer Night's Dream""?",True,44780,0
409,409,816,817,Do you regret your divorce?,Have you ever regretted your divorce?,True,2468,1
410,410,818,819,"How much does your DNA change over time? If I were to clone myself 70 years from now, will the clone have the same hair color?",How much can a person's DNA change from birth to death in a life span of approximately 70 years?,True,45466,1
411,411,820,821,Is it right to tell a girl the you have feelings for her?,What are some cool facts about Facebook?,True,62642,0
412,412,822,823,"Is Donald Trump taking cocaine, as Howard Dean suggests?",Are there any strong indications that Donald Trump does cocaine?,True,24419,1
413,413,824,825,"Is it true that in order to be part of an elite or just rich and successful, you have to join a secret organisation otherwise no chance at all?",What is the syllabus for ICSE 2017 geography map?,False,34185,0
414,414,826,827,Which is more financially beneficial: being in a firm or teaching in an architecture college?,"Why might career training programs be more beneficial than a college degree, if at all, to aspiring entrepreneurs and tycoons?",True,41689,0
415,415,828,829,How can I see the Comedy Nights with Kapil live show?,What is the way to watch Comedy Nights with Kapil live on the sets?,True,13084,1
416,416,830,831,Why is sandeep maheshwari not on Quora?,Who is Sandeep Maheshwari?,False,33831,0
417,417,832,833,What is the biggest monster in Monster Hunter?,Is there a Monster Hunter PC game?,False,18784,0
418,418,834,835,How can I convince people to stop blaspheming against the Holy Spirit?,Does it matter from which college you do your graduation (BCom) from for admission into a top Indian B-School even If I score high(99%+)?,False,634,0
419,419,836,837,Why can't I stop watching porn?,Why should / shouldn't I watch porn?,True,8856,0
420,420,838,839,How can I start trusting any one?,How can one learn to trust again?,False,27567,0
421,421,840,841,What's your bucket list?,What is your bucket list?,False,23864,1
422,422,842,843,How did you first come across porn?,How were you first introduced to porn?,False,15179,1
423,423,844,845,"Which car services are available in Normal, IL? How good are they compared to taxis and relative to each other?",Which car services are available in Atlanta? How good are they compared to taxis and relative to each other?,False,58214,0
424,424,846,847,Why can’t charged molecules pass through the lipid cell membrane?,Why can't sodium channels pass through potassium channels?,False,35439,0
425,425,848,849,How does it feel to be a spouse of a renowned porn star?,How can I get rid of the feeling that my spouse is cheating on me?,False,14869,0
426,426,850,851,What is the best hostel booking affiliate program?,Which is the best non AC girls hostel in Srm?,False,42784,0
427,427,852,853,"How can the drive from Brooklyn to Staten Island be described, and how do these cities' tourist attractions compare to those in Queens?","How can the drive from Brooklyn to Staten Island be described, and how do these cities' tourist attractions compare to other tourist attractions?",True,2797,0
428,428,854,855,What can I eat every day to be more healthy?,Is it healthy to eat a whole avocado every day?,False,64603,1
429,429,856,857,How do I make free calls to family members on Airtel Andhra Pradesh?,How do I get Facebook badge notifications on HTC 10?,False,67893,0
430,430,858,859,What would Hillary Clinton do now that the election is over?,What will Hillary Clinton do now?,True,30494,1
431,431,860,861,Should I use Vicks Vapor Rub for a stuffy nose?,How do you apply Vicks Vapor rub to treat a stuffy nose?,True,2443,1
432,432,862,863,How I start prepare for UGC net English literature latest syllabus?,How do I prepare for Net JRF in English literature?,True,65454,1
433,433,864,865,How did early Europeans get protein before the Columbian Exchange?,How did they say breakfast in Portuguese before coffee was introduced to Europeans & the Portuguese language?,False,37748,0
434,434,866,867,What is the best forum for graphic designers?,Who is the best graphic designer in israel?,True,51533,0
435,435,868,869,Is Alex Jones a satirical show?,How is The Canterbury Tales a satire?,False,13774,0
436,436,870,871,Should I learn AngularJS 1.5 instead of AngularJS 2 if I don't know TypeScript?,Which should I start with: Angular 2 or AngularJS 1?,False,6316,0
437,437,872,873,Why can't we fall asleep on some days?,Why do we fall asleep?,True,40397,0
438,438,874,875,Which Marvel movies have not included Stan Lee cameos?,What is your favourite Stan Lee cameo in a Marvel film?,False,31101,0
439,439,876,877,What are your views on Modi governments decision to demonetize 500 and 1000 rupee notes? How will this affect economy?,What are your views on ban of 500 and 1000 rupee notes in India?,True,32818,1
440,440,878,879,What does the 10/6 label on the Mad Hatter's hat mean?,How do you find a figure labeled this way in a textbook?,False,44355,0
441,441,880,881,Who wrote the Kars for Kids jingle?,I am a freelance musician. How can I get into the jingle industry?,False,66842,0
442,442,882,883,Why is Saltwater Taffy candy imported in Greece?,Why is Saltwater taffy candy imported in China?,True,30245,1
443,443,884,885,What are the minimum requirements to enter MIT?,How can I join MIT?,False,38587,1
444,444,886,887,How do you answer a question on Quora?,What is the best thing you've ever learned on Quora?,True,5415,0
445,445,888,889,Israel vs Iran: who would win?,"If Israel and Iran went to war, who would win?",True,40821,1
446,446,890,891,When is it too late to learn the piano?,I'm almost 40. Is it too late for me to learn piano?,True,15730,1
447,447,892,893,What are natural numbers?,What is a least natural number?,False,24705,0
448,448,894,895,Is One Plus 3T 4G VoLTE enabled phone?,Which phone to buy Moto m or one plus 3t?,False,61000,0
449,449,896,897,How do I enter a new email ID which I can access to recover my Facebook ID?,I lost all my ID. I am adopted and can't access my original birth certificate. How do I replace my ID without even a birth certificate?,True,3908,0
450,450,898,899,How we can travel faster than light?,Is it possible to travel faster than light?,False,56948,1
451,451,900,901,What is it like being a firefighter?,What's it like to be a firefighter?,False,39903,1
452,452,902,903,What are the factors that causes data inconsistency in distributed platform/application?,What are the main data platform?,False,53223,0
453,453,904,905,What are the differences between POCSO and sexual offenses in the IPC?,Do we need the IPC section 375?,False,31575,0
454,454,906,907,"What is an alternative for the word ""is""?",What is the alternative word for creative?,True,13011,0
455,455,908,909,What is considered an illegal screen in the NBA?,Shaquille O'Neal considers Tim Duncan a power forward therefore disqualifying Duncan from the NBA great big men discussion. Does O'Neal have a point?,False,49537,0
456,456,910,911,Nothing excites me anymore. How do I regain that excitement?,Why do I feel like I'm excited about something when I have nothing to be excited about?,False,29582,0
457,457,912,913,What are the life lessons that Batman teaches us?,What are the life lessons you can learn from the dark knight?,False,39298,1
458,458,914,915,How do you stop a criminal's attempt to kidnap you so you escape unharmed?,How do you stop a criminal's attempt to kidnap you and escape unharmed?,False,6301,1
459,459,916,917,How do I sell on Amazon?,How do I start selling on Amazon?,True,47684,1
460,460,918,919,Daniel Ek: When an we expect Spotify in India?,Daniel Ek: Are there any future plans of releasing Spotify in India?,False,38478,1
461,461,920,921,What are the top 10 books one should read in his or her early 20s?,What books are worth reading in early 20s?,False,4456,1
462,462,922,923,Which book should I start with for the GATE preparation?,What book do I start with for GATE preparation?,True,15920,1
463,463,924,925,"What does the phrase ""He who does not love abides in death"" exactly mean?","What does the phrase ""love begets love"" mean?",True,28824,0
464,464,926,927,What is similar to 4Shared?,What is similar to 4shared but better?,False,2697,1
465,465,928,929,Can you get high if someone touches weed and then you shake their hand and then you eat something with that same hand?,"If someone grabs you by your shirt with both their hands and tells you to shut up, is that assault and can you call the police?",False,49097,0
466,466,930,931,Considering the current trend of information technology what is the future of print media?,What is this model's name? I see her everywhere.,True,30684,0
467,467,932,933,What is the best recipe for chicken pizza?,What are some good pizza recipes?,True,25604,0
468,468,934,935,What are some good places to learn mountaineering in India?,What are some good mountaineering institutes for a beginner level mountaineering course?,False,17031,1
469,469,936,937,Do new table tennis balls damage rubbers?,How do you unlock a car with a tennis ball?,True,31049,0
470,470,938,939,My new Xbox one S can't connect to internet during setup. Any solutions?,Can I withdraw my money from any branch of particular bank .my bank is bank of Baroda I have no Atm card and cheque book?,True,57868,0
471,471,940,941,Is it wrong for me to be content with my life?,What is a cover story?,False,43610,0
472,472,942,943,Is gravity only a theory?,"According to the M-theory, there are 11 dimensions. Why are only 5 dimensions in regards to gravity addressed in Interstellar?",False,23791,0
473,473,944,945,How could I become a fighter pilot when I have less than the required eyesight?,I have terrible eyesight. Can I still become a fighter pilot in the Air Force?,False,9185,0
474,474,946,947,Operation executive salary in Infosys?,"How do I do the Wake Back To Bed lucid dreaming technique when I think I have restless leg syndrome (regardless, my legs hurt at night.)?",False,9098,0
475,475,948,949,Have cavemen been scientifically tested?,Have mythical creatures been scientifically tested?,True,23275,0
476,476,950,951,Can climate change be reversed?,Can the global climate change be reversed or halted?,True,67370,1
477,477,952,953,How should ask my crush for her number?,What should I ask my crush?,True,3630,0
478,478,954,955,Why do I believe that gravitation force exist?,Does gravitational force exists in all planets?,False,45306,0
479,479,956,957,Did Mahabharata really happen?,Did Mahabharata really happen or only an allegory according to M.K.Gandhi?,True,43422,1
480,480,958,959,Can Congress stop Presidents from starting a major war?,What's a good source to purchase Attorneys eMail addresses? Thanks,False,6548,0
481,481,960,961,Is it safe to lose 25 pounds in 1 month?,Is it healthy to lose 13 pounds in a month?,False,45268,0
482,482,962,963,What are some cute shounen ai series?,When will the Pokémon series end?,True,40850,0
483,483,964,965,Why are police lights red and blue?,Why are police lights red and/or blue?,False,22371,1
484,484,966,967,How do I post a question that was marked as needing improvement?,"Why was my question marked as ""needs improvement?""",False,3842,1
485,485,968,969,Who owns nature?,Who owns Natural Factors?,False,61535,0
486,486,970,971,How can I install OBB/data file on an Android?,I want to install EXE extension files in Android mobile. Is it possible?,True,6541,0
487,487,972,973,What is garbage value? And Why do we get garbage value in c?,What is garbage value in c?,False,24511,0
488,488,974,975,How do I prepare for software interviews?,What are the best ways to prepare for software interviews?,False,27748,1
489,489,976,977,Does Rahul Gandhi have any chance to become next PM of India after Modi?,Does Rahul Gandhi have chances to become next Pm of India after Modi?,False,23456,1
490,490,978,979,Is noon 12 am or 12 pm?,Is it good to do gym at morning and swimming at noon?,False,42042,0
491,491,980,981,What is the difference between a comet and an asteroid?,What is the difference between asteroids and comets?,False,20672,1
492,492,982,983,Is chocolate milk good for you?,Why is unrefrigerated milk good for you?,False,40539,0
493,493,984,985,How should I study,What are some tricks to study effectively?,False,66570,1
494,494,986,987,Which country is best for higher education and work?,Which is the best country for higher education after USA and UK?,True,55918,0
495,495,988,989,What is the painting on this image?,What is this painting?,False,18139,0
496,496,990,991,Which are the major highways in California and how are they compared to the major highways in Tennessee?,Which are the major highways in California and how are they compared to the major highways in Texas?,True,10594,0
497,497,992,993,What's beyond our Universe?,"If space is expanding, where does the new space come from?",False,4484,0
498,498,994,995,Is growing of hair a physical or a chemical change?,Can a bald person ever grow their hair back?,True,46738,0
499,499,996,997,What is the difference between culture and history?,How is chili different between cultures?,False,62254,0
500,500,998,999,What does it mean when a guy says I like you?,"What does it mean when a guy says ""Be safe""?",True,61068,0
501,501,1000,1001,"What makes a programmer ""good?""",What makes a good programmer great?,True,48769,1
502,502,1002,1003,What will most likely cause World War III?,Is World War III imminent?,True,53237,0
503,503,1004,1005,Is civil war likely after the US presidential election?,Is the US at risk of some type of uprising after the election?,True,37265,1
504,504,1006,1007,Which European country is the best for asylum seekers?,What are the best countries for whistleblowers to seek asylum?,False,31625,0
505,505,1008,1009,Where and how do the crop circles get generated?,What are crop circles?,False,46124,1
506,506,1010,1011,Will baking soda help pass a urine test?,How does baking soda help you pass a drug test?,True,36440,1
507,507,1012,1013,What is Zika virus and how is it transmitted?,How is Zika virus spread?,False,6980,1
508,508,1014,1015,What is the best way to learn algebra by yourself?,How do you learn algebra 1 fast?,True,24418,1
509,509,1016,1017,How does it feel to retake a class in college?,Does retaking subjects in college affect future job prospects?,True,20330,0
510,510,1018,1019,Does Google Display Network require any site to have it SEO (on-page and off-page optimized) first before they can proceed with GDN? Is this possible?,How can I get my name off the first page on Google search?,False,64132,0
511,511,1020,1021,"How hard is it to fake appearing ""spiritual"" in a Christian community?",Why did the Battle of Agincourt happen? How does it compare to the Battle of Edge Hill?,False,32760,0
512,512,1022,1023,What is an actinomorphic flower?,Flowers: What is vaijanti?,False,13260,0
513,513,1024,1025,What is the best place for sex?,What is the best place to have sex from?,False,2779,1
514,514,1026,1027,Do people with anemia die younger?,Does anemia increase irritability?,False,67615,0
515,515,1028,1029,"How do you feel about the new MacBook Pro, late 2016?",Should I get the new Macbook Pro?,False,59211,1
516,516,1030,1031,Does covering your head while sleeping cause brain damage?,Does binge drinking cause long term brain damage?,True,29292,0
517,517,1032,1033,What are the major differences between Chinese culture and western cultures?,What is the difference between Chinese and western culture?,False,4420,1
518,518,1034,1035,What are scraping techniques?,What are some good free web scrapers / scraping techniques?,True,27515,1
519,519,1036,1037,I am 29Y old. I have diabetic Type 2. Recently my sugar level was increased to 150 (fasting). I do exercise and eat whole grains. why this happening?,Where can I find the best Security Cameras?,True,7459,0
520,520,1038,1039,Is it healthy to eat egg whites every day?,Is it healthy to eat one chicken every day?,False,51431,1
521,521,1040,1041,What words rank the highest on Dictionary.com's difficulty index?,Can Hindi words get a place in the Oxford dictionary?,True,53434,0
522,522,1042,1043,Why can't I feel remorse or empathy at all?,Why do I not feel remorse?,True,367,0
523,523,1044,1045,How many minutes of cardio a day should I do?,How many minutes of yoga can be done in a day?,True,54922,0
524,524,1046,1047,Why is my dog biting me?,Why did my dog bite me?,True,34258,0
525,525,1048,1049,How can I treat a severe foot sprain?,How can I get a severe foot sprain?,False,56556,0
526,526,1050,1051,How can a severe crick in the neck be treated?,What are some symptoms of a severe crick in the neck?,True,1262,0
527,527,1052,1053,What are the best places to recommend foreigners to visit in Nepal?,What are the best places to visit in Nepal?,False,11895,1
528,528,1054,1055,"Who do I activate the dlc of skyrim in a laptop? Ive got it working on my computer after doing the command lines, but did the same on laptop, to no use..",I'm tired of the laptops Ive bought getting old and slow after 2ish years. Do desktops degrade as quickly? Will getting a solid state drive laptop/desktop help increase its longevity?,False,60378,0
529,529,1056,1057,How should I prepare for HSBC GLT placement tests?,"Which company should I choose, HSBC (GLT) or Cybage Software?",True,64664,0
530,530,1058,1059,Did any Indian writers/authors ever use a pen name?,"How badly did Donald Trump miscalculate his run would have on his ""brand"" value?",True,29565,0
531,531,1060,1061,How do I register institute providing training in various programming languages for vocational courses as it will exempt it from the service tax?,How much marks should I score in SSC cpo to get Delhi police?,False,61943,0
532,532,1062,1063,How imminent is world war III?,Are we heading toward World War 3?,True,46560,1
533,533,1064,1065,How do you write a song?,How do I write a song?,True,5454,1
534,534,1066,1067,What could be Narendra Modi's next move after demonetization?,What is next step after demonetization?,True,18645,1
535,535,1068,1069,"If you have me, you want to share me. If you share me, you haven't got me. What am I?","If you have me, you want to share me. If you share me, you don't get me. What am I?",True,18778,1
536,536,1070,1071,"What is an interesting fact that you know and I don't, but shouldn't?",What is the most interesting fact that most people don't know about?,False,39357,1
537,537,1072,1073,What is the problem with controlled fusion?,Why haven't we developed a fusion reactor capable of generating more energy than it consumes? What are the problems we face?,False,43946,0
538,538,1074,1075,Where do I find 3ds emulator for android?,Is there a working Nintendo 3DS emulator for PC?,True,61778,1
539,539,1076,1077,"I want to start my clothes boutique in India, from where can I buy cheap wholesale clothes?",Where can I buy cheap clothes in bulk?,False,41720,0
540,540,1078,1079,How can I become a true computer science engineer?,How do I become a good computer science engineer?,True,7235,1
541,541,1080,1081,Is it necessary to unlock bootloader before rooting Android phones?,How ClockWorkMod works for phones NOT having bootloader unlocked?,True,23454,0
542,542,1082,1083,What is bss engineer?,Is it right option from being Android Developer to become Translator after 3 years in software development field?,True,29050,0
543,543,1084,1085,Why do I get punished by Quora moderators when I put Israel and Judaism in a negative light?,How do I excel in computer sciece & programing without wasting four years in CS degree in Indian engineering college?,True,412,0
544,544,1086,1087,What can you do in lucid dreams?,How was your experience of Lucid dreaming?,True,19844,1
545,545,1088,1089,What does it feel like to be beautiful?,What does it feel like to be attractive and desired by many?,False,59981,0
546,546,1090,1091,Is it possible to do CA after 12th Science?,What should be done further to apply for Ph.D fellowship from a government institution if I have cleared TIFR GS 2016 written test?,False,47728,0
547,547,1092,1093,How can I hack someones whatsapp account?,How can I hack another WhatsApp account?,True,9335,1
548,548,1094,1095,What is it like to study math at UCLA?,Could USC buy UCLA?,False,53412,0
549,549,1096,1097,What is the best lesson in life?,What is the most important lesson you have learned from life?,True,30029,1
550,550,1098,1099,What are some Interesting mobile apps?,What are the best mobile apps for recruiters?,True,29812,0
551,551,1100,1101,How will Trump's presidency affect Indian students who are planning to do a PhD in the US?,How would Trump presidency affect Indian students in the US?,True,24934,1
552,552,1102,1103,What are the various Batman movies in the series? (In order),What is the order of the Batman: Arkham games?,True,10899,0
553,553,1104,1105,What are the best daily life hacks one can use to make his life easy?,What are the hacks in daily life?,False,55924,1
554,554,1106,1107,How much weight will I lose by not eating for a week?,How much weight do I lose by purging after every time I eat?,False,34352,0
555,555,1108,1109,What is your favourite anime character and why?,What is your favorite anime character? And why?,False,4948,1
556,556,1110,1111,How do ATM machines work internally?,How does ATM transaction work?,False,66920,0
557,557,1112,1113,How many Mechanical Engineers graduate from India per year?,How many mechanical engineers graduate per year in India?,True,29253,1
558,558,1114,1115,How do I start a successful private equity firm?,What do you need to start your own private equity firm?,True,20059,1
559,559,1116,1117,What are most underrated date activities?,What is the most underrated activity?,True,1696,0
560,560,1118,1119,What are some common facts every mechanical engineer should know?,What should all mechanical engineering students know?,False,20265,0
561,561,1120,1121,What can be the medium budget to visit best places in Kerala for three members (2-3 days)?,What are the best places to visit in Kerala for college students?,False,53528,1
562,562,1122,1123,"Why is Quora Digest filled with questions about Google, IQ, and China?",Why are there so many questions about IQ questions on Quora?,False,21116,0
563,563,1124,1125,How would you destroy the world?,How can I destroy the world?,True,10065,0
564,564,1126,1127,How can I earn money from YouTube?,How do I make money through YouTube?,False,46943,1
565,565,1128,1129,What are the differences between particles and molecules?,How can I entirely turn off syntax highlighting in Sublime Text for Golang?,False,62269,0
566,566,1130,1131,"On Facebook, how can I add mutual friends?",Can I see an ordered list of the people with whom I share the most mutual friends on Facebook?,True,43985,0
567,567,1132,1133,"What is Russian president Vladmir Putin like as a person, to his closest friends and family?","When did Putin become a public person, and what was his ""rise to fame"" like?",False,52610,0
568,568,1134,1135,How do I start writing again?,How do I start writing?,True,57091,0
569,569,1136,1137,If time started because of the big bang happening then how could the big bang start because there was no time for the big bang to start?,How did the Big Bang happen when there wasn't any time for it to happen in?,True,25320,1
570,570,1138,1139,How does it feel to be in a relationship than being single and how does our life changes when we are in a relationship?,Why do I want to stay single all my life after my breakup? Why do I feel like I am done with this serious relationship thing?,False,18951,0
571,571,1140,1141,How can I start civil service exam preparation from scratch?,When should I start preparing for the civil service exam?,True,27052,1
572,572,1142,1143,What are the non-invasive blood glucose monitoring systems abroad?,What are the non-invasive blood glucose monitoring systems in India?,False,67272,0
573,573,1144,1145,What is the difference in pleasure between masturbation and sex?,What is the difference between sex and masturbation when it comes to pleasure?,True,36635,1
574,574,1146,1147,"What does ""the more things change the more they stay the same"" mean?",Why do some people believe that life ends at death?,False,38323,0
575,575,1148,1149,How do I start a solar energy business in egypt?,How do I start solar energy business?,False,28319,0
576,576,1150,1151,"Can my PC with specs 2 GB DDR2@ RAM, Intel Core Duo 3.5 GHz, NVidia GeForce GT 610 3gb DDR3 run Assassin's Creed Syndicate and GTA V?",Does web Methods has future after 5 to 10 years from now?,False,61545,0
577,577,1152,1153,Do you have any psychic abilities?,Do you have psychic power?,False,21372,1
578,578,1154,1155,How do I manage time for studies?,How do you manage time between work and study?,True,16244,0
579,579,1156,1157,What is the academic calendar at XLRI?,Is it possible to give usmele step 1 after 8 years of gap?,True,31773,0
580,580,1158,1159,What is your take on Urjit Patel as the new RBI governor?,Is Urjit Patel is right person for RBI Governor?,False,772,1
581,581,1160,1161,Why do you want to be to president?,Would you want to be President?,True,37146,0
582,582,1162,1163,Why India does not have friendly relations with it's neighbouring countries?,How are India's relations with the U.S.A.?,True,30316,0
583,583,1164,1165,Do Trump voters care that he has reneged all his campaign promises?,How will Trump supporters react once they realize he can't or won't keep his campaign promises?,True,43411,1
584,584,1166,1167,"Can I learn while sleeping? If so, how?",How can I efficiently learn while sleeping?,True,16824,1
585,585,1168,1169,Can you play Asian Playstation 4 games on a European Playstation?,Can you play Asian Playstation 4 games on a European Playstation 4?,False,25538,0
586,586,1170,1171,How do I stop being addicted to porn?,How can I stop watching porn?,True,20975,1
587,587,1172,1173,"Why did British engineering and manufacturing skills decline so dramatically in the 60s, 70s and 80s, especially when compared with Germany's?","Why did the UK have bad living standards in the 70s/80s, but better now?",False,45280,0
588,588,1174,1175,How do I work with machine learning researchers after graduation?,How can undergraduate help with machine learning research?,True,19578,0
589,589,1176,1177,What is the future for iOS Developers?,"As of 2015, what is the future of iOS development?",False,55967,0
590,590,1178,1179,What is the meaning of life? Whats our purpose on Earth?,What do you feel is the purpose of life?,False,52064,1
591,591,1180,1181,How do I be a boyfriend?,How does a girl get a boyfriend?,True,43946,0
592,592,1182,1183,How is time travel possible?,Do you think time travel is possible?,True,55731,1
593,593,1184,1185,How can one get a fuller face?,How do I do to get fuller face?,False,35107,1
594,594,1186,1187,Is it too late for me at the age of 25 thinking to start a career in photography?,I want to start my career as a photographer at age of 25. Is it too late?,False,49041,1
595,595,1188,1189,What’s the best time to have sex?,When will the best time for having sex?,True,58175,1
596,596,1190,1191,Can we weld steel and aluminum together?,Why can't steel and aluminum be welded together?,True,48616,0
597,597,1192,1193,Which YouTube video has the highest like/dislike ratio?,How is it possible for a YouTube video to have more likes/dislikes than views?,True,48090,0
598,598,1194,1195,What is solution to Kashmir issue?,Is it possible for the Sharif government to resolve the conflicts in Kashmir?,True,12603,0
599,599,1196,1197,"If you dug a hole through the earth, and came out the other side what would happen?",If I dug a huge hole in the ground in a straight line what would happen when I reach the opposite side of the Earth? Would my head or my feet come out first?,False,14152,0
600,600,1198,1199,Can we create free energy?,How do we make free energy?,False,18299,1
601,601,1200,1201,What should I do for Web design?,What Is Web Design?,True,60066,0
602,602,1202,1203,What's the funniest highbrow joke you've ever heard?,What are the funniest jokes / stories you ever heard?,False,19402,1
603,603,1204,1205,How do I find the phenotypic ratio?,What is a phenotype ratio?,False,43586,0
604,604,1206,1207,Why does Saturn benefit a house it sits in slowly?,Why does time seem to pass so slowly when you are in a boring lecture?,True,4022,0
605,605,1208,1209,Who is the most academically qualified Bollywood celebrity?,Which bollywood celebrity has his/her own jet?,True,60965,0
606,606,1210,1211,"Is there a difference in quality between wired and wireless headphones? If so, why?",What are the differences between having BOSE headphones in the ear and around the ear?,False,56452,0
607,607,1212,1213,What are some movies that everyone needs to watch at least once in life?,What movies would you recommend everyone to watch?,False,56784,1
608,608,1214,1215,Can World War 3 ever take place?,Is World War 3 more imminent than expected?,False,38077,1
609,609,1216,1217,How can eating prunes help during a constipation?,Does eating prunes help with constipation?,False,61102,1
610,610,1218,1219,You have given all statement as correct in UNCCD question in CSE prelim 2016. While many coachings have taken 2nd statement as wrong.?,Have you ever been told any condescending statement by your elders to prove their point in question ?,True,17153,0
611,611,1220,1221,What would be today’s technology had we never realized the value of binary numbers and harnessed it to produce digital technology?,Would the world be less technologically advanced if the two world wars had never occurred?,False,12257,0
612,612,1222,1223,What is the best way to invest in oil and natural gas?,What is the minimum investment If I want to buy oil and gas royalties?,True,4203,0
